"LONG"	"LAT"	"Date"	"month"	"year"	"long"	"lat"
"826"	"78 50.9999999999997W"	"11 46.99998S"	1976-01-28	1	1976	"-78.85"	"-11.783333"
"827"	"79 34.0000199999997W"	"9. 19.99998S"	1976-01-28	1	1976	"-79.566667"	"-9.333333"
"828"	"77 4.00001999999972W"	"12 18S"	1976-01-28	1	1976	"-77.066667"	"-12.3"
"829"	"77 49.9999799999998W"	"12 48S"	1976-01-28	1	1976	"-77.833333"	"-12.8"
"830"	"76 15W"	"14 13.99998S"	1976-01-28	1	1976	"-76.25"	"-14.233333"
"831"	"75 43.0000200000001W"	"14 54S"	1976-01-28	1	1976	"-75.716667"	"-14.9"
"832"	"75 57.0000000000002W"	"14 49.99998S"	1976-01-28	1	1976	"-75.95"	"-14.833333"
"833"	"75 54.0000000000003W"	"15 37.99998S"	1976-01-28	1	1976	"-75.9"	"-15.633333"
"834"	"74 45W"	"15 40.99998S"	1976-01-28	1	1976	"-74.75"	"-15.683333"
"835"	"74 52.9999799999996W"	"15 39S"	1976-01-28	1	1976	"-74.883333"	"-15.65"
"836"	"77 19.0000199999997W"	"12 19.00002S"	1976-01-29	1	1976	"-77.316667"	"-12.316667"
"837"	"78 5.99999999999966W"	"10 18S"	1976-01-29	1	1976	"-78.1"	"-10.3"
"838"	"77 46.9999799999999W"	"10 58.00002S"	1976-01-29	1	1976	"-77.783333"	"-10.966667"
"839"	"77 7.0000200000004W"	"12 12S"	1976-01-29	1	1976	"-77.116667"	"-12.2"
"840"	"77 17.9999999999998W"	"11 40.99998S"	1976-01-29	1	1976	"-77.3"	"-11.683333"
"841"	"77 25.9999800000003W"	"11 34.00002S"	1976-01-29	1	1976	"-77.433333"	"-11.566667"
"842"	"78 1.00001999999989W"	"10 58.99998S"	1976-01-29	1	1976	"-78.016667"	"-10.983333"
"843"	"78 35.9999999999997W"	"12 34.00002S"	1976-01-29	1	1976	"-78.6"	"-12.566667"
"844"	"79 19.9999799999998W"	"9. 34.00002S"	1976-01-29	1	1976	"-79.333333"	"-9.566667"
"845"	"76 17.9999999999998W"	"14 12S"	1976-01-29	1	1976	"-76.3"	"-14.2"
"846"	"75 34.9999799999998W"	"15 13.00002S"	1976-01-29	1	1976	"-75.583333"	"-15.216667"
"847"	"75 22.0000200000004W"	"15 10.99998S"	1976-01-29	1	1976	"-75.366667"	"-15.183333"
"848"	"75 34.9999799999998W"	"15 30S"	1976-01-29	1	1976	"-75.583333"	"-15.5"
"849"	"75 34.9999799999998W"	"15 4.00002000000004S"	1976-01-29	1	1976	"-75.583333"	"-15.066667"
"850"	"75 4.99997999999977W"	"15 31.00002S"	1976-01-29	1	1976	"-75.083333"	"-15.516667"
"851"	"77 16.0000199999999W"	"12 4.99997999999998S"	1976-03-04	3	1976	"-77.266667"	"-12.083333"
"852"	"77 24.0000000000003W"	"11 52.00002S"	1976-03-05	3	1976	"-77.4"	"-11.866667"
"853"	"78 0W"	"12 19.99998S"	1976-03-05	3	1976	"-78"	"-12.333333"
"854"	"77 19.0000199999997W"	"11 48S"	1976-03-05	3	1976	"-77.316667"	"-11.8"
"855"	"77 55.9999800000003W"	"11 52.99998S"	1976-03-05	3	1976	"-77.933333"	"-11.883333"
"856"	"77 43.9999800000001W"	"12 5.99999999999998S"	1976-03-05	3	1976	"-77.733333"	"-12.1"
"857"	"77 20.9999999999997W"	"11 39S"	1976-03-05	3	1976	"-77.35"	"-11.65"
"858"	"77 31.9999799999999W"	"11 25.99998S"	1976-03-06	3	1976	"-77.533333"	"-11.433333"
"859"	"77 15W"	"12 19.99998S"	1976-03-06	3	1976	"-77.25"	"-12.333333"
"860"	"77 43.9999800000001W"	"11 12S"	1976-03-06	3	1976	"-77.733333"	"-11.2"
"861"	"77 50.9999999999997W"	"10 58.00002S"	1976-03-06	3	1976	"-77.85"	"-10.966667"
"862"	"78 1.99997999999994W"	"11 39S"	1976-03-06	3	1976	"-78.033333"	"-11.65"
"863"	"78 19.9999799999998W"	"11 37.00002S"	1976-03-06	3	1976	"-78.333333"	"-11.616667"
"864"	"77 43.9999800000001W"	"11 4.00002000000004S"	1976-03-06	3	1976	"-77.733333"	"-11.066667"
"865"	"77 31.0000199999999W"	"12 25.99998S"	1976-03-06	3	1976	"-77.516667"	"-12.433333"
"866"	"78 32.9999999999998W"	"10 54S"	1976-03-07	3	1976	"-78.55"	"-10.9"
"867"	"76 52.0000200000004W"	"12 24S"	1976-03-07	3	1976	"-76.866667"	"-12.4"
"868"	"77 55.0000200000002W"	"10 49.00002S"	1976-03-07	3	1976	"-77.916667"	"-10.816667"
"869"	"78 4.00001999999972W"	"10 28.00002S"	1976-03-07	3	1976	"-78.066667"	"-10.466667"
"870"	"78 5.99999999999966W"	"10 42S"	1976-03-07	3	1976	"-78.1"	"-10.7"
"871"	"76 47.9999999999998W"	"12 49.00002S"	1976-03-07	3	1976	"-76.8"	"-12.816667"
"872"	"78 12.0000000000002W"	"10 10.00002S"	1976-03-07	3	1976	"-78.2"	"-10.166667"
"873"	"76 55.9999800000003W"	"12 43.00002S"	1976-03-07	3	1976	"-76.933333"	"-12.716667"
"874"	"78 1.00001999999989W"	"10 30S"	1976-03-07	3	1976	"-78.016667"	"-10.5"
"875"	"78 22.0000200000004W"	"10 30S"	1976-03-07	3	1976	"-78.366667"	"-10.5"
"876"	"77 2.99999999999983W"	"12 25.00002S"	1976-03-07	3	1976	"-77.05"	"-12.416667"
"877"	"77 1.99997999999994W"	"12 33S"	1976-03-07	3	1976	"-77.033333"	"-12.55"
"878"	"76 42.0000000000002W"	"12 58.00002S"	1976-03-08	3	1976	"-76.7"	"-12.966667"
"879"	"78 17.9999999999998W"	"9. 46.00002S"	1976-03-08	3	1976	"-78.3"	"-9.766667"
"880"	"78 24.0000000000003W"	"9. 36S"	1976-03-08	3	1976	"-78.4"	"-9.6"
"881"	"78 35.9999999999997W"	"9. 36S"	1976-03-08	3	1976	"-78.6"	"-9.6"
"882"	"78 24.7000199999997W"	"10 13.99998S"	1976-03-08	3	1976	"-78.411667"	"-10.233333"
"883"	"78 27.4999799999998W"	"9. 54S"	1976-03-08	3	1976	"-78.458333"	"-9.9"
"884"	"78 35.9999999999997W"	"9. 24S"	1976-03-08	3	1976	"-78.6"	"-9.4"
"885"	"76 30W"	"13 12S"	1976-03-08	3	1976	"-76.5"	"-13.2"
"886"	"76 35.9999999999997W"	"13 7.00001999999998S"	1976-03-08	3	1976	"-76.6"	"-13.116667"
"887"	"76 55.9999800000003W"	"13 16.99998S"	1976-03-08	3	1976	"-76.933333"	"-13.283333"
"888"	"76 28.0000200000001W"	"13 25.00002S"	1976-03-09	3	1976	"-76.466667"	"-13.416667"
"889"	"79 25.9999800000003W"	"9. 21S"	1976-03-10	3	1976	"-79.433333"	"-9.35"
"890"	"78 58.0000200000001W"	"8. 52.00002S"	1976-03-10	3	1976	"-78.966667"	"-8.866667"
"891"	"78 46.9999799999999W"	"9. 4.99997999999998S"	1976-03-10	3	1976	"-78.783333"	"-9.083333"
"892"	"79 22.9999799999996W"	"9. 4.00002000000004S"	1976-03-10	3	1976	"-79.383333"	"-9.066667"
"893"	"79 7.9999799999996W"	"8. 16.00002S"	1976-03-11	3	1976	"-79.133333"	"-8.266667"
"894"	"79 4.00001999999972W"	"8. 34.00002S"	1976-03-11	3	1976	"-79.066667"	"-8.566667"
"895"	"79 24.0000000000003W"	"8. 36S"	1976-03-11	3	1976	"-79.4"	"-8.6"
"896"	"79 25.9999800000003W"	"8. 31.99998S"	1976-03-11	3	1976	"-79.433333"	"-8.533333"
"897"	"79 25.0000200000002W"	"8. 7.00001999999998S"	1976-03-11	3	1976	"-79.416667"	"-8.116667"
"898"	"79 17.9999999999998W"	"8. 22.00002S"	1976-03-11	3	1976	"-79.3"	"-8.366667"
"899"	"79 42.0000000000002W"	"7. 51S"	1976-03-12	3	1976	"-79.7"	"-7.85"
"900"	"79 31.9999799999999W"	"7. 39S"	1976-03-12	3	1976	"-79.533333"	"-7.65"
"901"	"79 43.0000200000001W"	"7. 19.00002S"	1976-03-12	3	1976	"-79.716667"	"-7.316667"
"902"	"79 40.0000200000002W"	"8. 4.00002000000004S"	1976-03-12	3	1976	"-79.666667"	"-8.066667"
"903"	"79 43.9999800000001W"	"7. 37.99998S"	1976-03-12	3	1976	"-79.733333"	"-7.633333"
"904"	"79 31.0000199999999W"	"7. 52.99998S"	1976-03-12	3	1976	"-79.516667"	"-7.883333"
"905"	"80 0W"	"7. 15S"	1976-03-13	3	1976	"-80"	"-7.25"
"906"	"80 9.00000000000034W"	"-7 840S"	1976-03-13	3	1976	"-80.15"	"--21"
"907"	"80 37.9999799999996W"	"6. 31.99998S"	1976-03-14	3	1976	"-80.633333"	"-6.533333"
"908"	"80 55.9999800000003W"	"6. 48S"	1976-03-14	3	1976	"-80.933333"	"-6.8"
"909"	"80 52.9999799999996W"	"6. 54S"	1976-03-14	3	1976	"-80.883333"	"-6.9"
"910"	"81 1.99997999999994W"	"6. 40.00002S"	1976-03-14	3	1976	"-81.033333"	"-6.666667"
"911"	"80 54.0000000000003W"	"6. 27S"	1976-03-14	3	1976	"-80.9"	"-6.45"
"912"	"81 47.9999999999998W"	"6. 12S"	1976-03-15	3	1976	"-81.8"	"-6.2"
"913"	"81 12.0000000000002W"	"6. 4.99997999999998S"	1976-03-15	3	1976	"-81.2"	"-6.083333"
"914"	"74 37.0000200000004W"	"15 40.99998S"	1976-09-20	9	1977	"-74.616667"	"-15.683333"
"915"	"74 52.0000200000004W"	"15 34.00002S"	1976-09-21	9	1977	"-74.866667"	"-15.566667"
"916"	"75 1.99997999999994W"	"15 42S"	1976-09-21	9	1977	"-75.033333"	"-15.7"
"917"	"75 4.00001999999972W"	"15 28.00002S"	1976-09-21	9	1977	"-75.066667"	"-15.466667"
"918"	"75 31.9999799999999W"	"14 55.99998S"	1976-09-22	9	1977	"-75.533333"	"-14.933333"
"919"	"75 45W"	"14 48S"	1976-09-22	9	1977	"-75.75"	"-14.8"
"920"	"76 1.00001999999989W"	"14 40.00002S"	1976-09-22	9	1977	"-76.016667"	"-14.666667"
"921"	"76 28.0000200000001W"	"13 46.99998S"	1976-09-23	9	1977	"-76.466667"	"-13.783333"
"922"	"77 22.9999799999996W"	"12 31.00002S"	1976-09-24	9	1977	"-77.383333"	"-12.516667"
"923"	"76 47.9999999999998W"	"12 36S"	1976-09-24	9	1977	"-76.8"	"-12.6"
"924"	"77 10.0000200000002W"	"12 10.00002S"	1976-09-24	9	1977	"-77.166667"	"-12.166667"
"925"	"77 46.0000199999999W"	"11 7.99998000000002S"	1976-09-30	9	1977	"-77.766667"	"-11.133333"
"926"	"77 17.9999999999998W"	"11 49.00002S"	1976-09-30	9	1977	"-77.3"	"-11.816667"
"927"	"78 9.00000000000034W"	"11 57S"	1976-09-30	9	1977	"-78.15"	"-11.95"
"928"	"77 47.9999999999998W"	"11 25.99998S"	1976-09-30	9	1977	"-77.8"	"-11.433333"
"929"	"78 13.9999800000001W"	"11 7.99998000000002S"	1976-10-01	10	1977	"-78.233333"	"-11.133333"
"930"	"78 19.9999799999998W"	"11 13.00002S"	1976-10-01	10	1977	"-78.333333"	"-11.216667"
"931"	"78 0W"	"10 37.00002S"	1976-10-01	10	1977	"-78"	"-10.616667"
"932"	"78 7.9999799999996W"	"10 13.99998S"	1976-10-01	10	1977	"-78.133333"	"-10.233333"
"933"	"78 13.0000200000001W"	"10 49.99998S"	1976-10-01	10	1977	"-78.216667"	"-10.833333"
"934"	"78 9.00000000000034W"	"10 24S"	1976-10-01	10	1977	"-78.15"	"-10.4"
"935"	"78 19.9999799999998W"	"9. 43.99998S"	1976-10-02	10	1977	"-78.333333"	"-9.733333"
"936"	"78 31.9999799999999W"	"9. 21S"	1976-10-02	10	1977	"-78.533333"	"-9.35"
"937"	"79 10.9999800000003W"	"9. 58.00002S"	1976-10-02	10	1977	"-79.183333"	"-9.966667"
"938"	"79 1.99997999999994W"	"8. 42S"	1976-10-03	10	1977	"-79.033333"	"-8.7"
"939"	"79 0W"	"9. 22.00002S"	1976-10-03	10	1977	"-79"	"-9.366667"
"940"	"79 16.0000199999999W"	"9. 4.00002000000004S"	1976-10-03	10	1977	"-79.266667"	"-9.066667"
"941"	"79 37.9999799999996W"	"7. 49.00002S"	1976-10-04	10	1977	"-79.633333"	"-7.816667"
"942"	"79 40.0000200000002W"	"8. 34.99998S"	1976-10-04	10	1977	"-79.666667"	"-8.583333"
"943"	"79 34.0000199999997W"	"8. 3.00000000000004S"	1976-10-04	10	1977	"-79.566667"	"-8.05"
"944"	"80 7.0000200000004W"	"7. 37.99998S"	1976-10-04	10	1977	"-80.116667"	"-7.633333"
"945"	"80 4.00001999999972W"	"7. 9.00000000000002S"	1976-10-05	10	1977	"-80.066667"	"-7.15"
"946"	"80 40.0000200000002W"	"6. 51S"	1976-10-05	10	1977	"-80.666667"	"-6.85"
"947"	"81 5.99999999999966W"	"6. 25.99998S"	1976-10-05	10	1977	"-81.1"	"-6.433333"
"948"	"80 40.0000200000002W"	"6. 58.00002S"	1976-10-05	10	1977	"-80.666667"	"-6.966667"
"949"	"81 22.0000200000004W"	"6. 25.99998S"	1976-10-05	10	1977	"-81.366667"	"-6.433333"
"950"	"79 49.9999799999998W"	"7. 34.00002S"	1976-10-06	10	1977	"-79.833333"	"-7.566667"
"951"	"79 10.0000200000002W"	"8. 24S"	1976-10-06	10	1977	"-79.166667"	"-8.4"
"952"	"81 7.0000200000004W"	"6. 49.00002S"	1976-10-06	10	1977	"-81.116667"	"-6.816667"
"953"	"78 16.0000199999999W"	"10 21S"	1976-10-07	10	1977	"-78.266667"	"-10.35"
"954"	"80 37.0000200000004W"	"6. 54S"	1977-03-08	3	1977	"-80.616667"	"-6.9"
"955"	"79 19.0000199999997W"	"8. 28.00002S"	1977-03-08	3	1977	"-79.316667"	"-8.466667"
"956"	"78 1.00001999999989W"	"10 52.99998S"	1977-03-08	3	1977	"-78.016667"	"-10.883333"
"957"	"77 37.9999799999996W"	"11 22.00002S"	1977-03-08	3	1977	"-77.633333"	"-11.366667"
"958"	"77 7.9999799999996W"	"12 37.00002S"	1977-03-08	3	1977	"-77.133333"	"-12.616667"
"959"	"77 24.0000000000003W"	"14 28.99998S"	1977-03-08	3	1977	"-77.4"	"-14.483333"
"960"	"76 47.9999999999998W"	"14 42S"	1977-03-08	3	1977	"-76.8"	"-14.7"
"961"	"80 16.9999799999999W"	"7. 31.99998S"	1977-03-09	3	1977	"-80.283333"	"-7.533333"
"962"	"79 55.9999800000003W"	"7. 37.99998S"	1977-03-09	3	1977	"-79.933333"	"-7.633333"
"963"	"80 1.99997999999994W"	"7. 42S"	1977-03-09	3	1977	"-80.033333"	"-7.7"
"964"	"79 1.99997999999994W"	"8. 40.99998S"	1977-03-09	3	1977	"-79.033333"	"-8.683333"
"965"	"79 5.99999999999966W"	"9. 19.99998S"	1977-03-09	3	1977	"-79.1"	"-9.333333"
"966"	"78 1.00001999999989W"	"10 39S"	1977-03-09	3	1977	"-78.016667"	"-10.65"
"967"	"77 45W"	"11 3.00000000000004S"	1977-03-09	3	1977	"-77.75"	"-11.05"
"968"	"78 9.00000000000034W"	"11 13.00002S"	1977-03-09	3	1977	"-78.15"	"-11.216667"
"969"	"77 17.9999999999998W"	"11 37.00002S"	1977-03-09	3	1977	"-77.3"	"-11.616667"
"970"	"77 27.0000000000002W"	"12 25.00002S"	1977-03-09	3	1977	"-77.45"	"-12.416667"
"971"	"76 40.9999800000003W"	"12 48S"	1977-03-09	3	1977	"-76.683333"	"-12.8"
"972"	"77 19.0000199999997W"	"14 22.00002S"	1977-03-09	3	1977	"-77.316667"	"-14.366667"
"973"	"76 22.0000200000004W"	"14 1.99998000000004S"	1977-03-09	3	1977	"-76.366667"	"-14.033333"
"974"	"78 30W"	"9. 55.99998S"	1977-03-10	3	1977	"-78.5"	"-9.933333"
"975"	"78 27.0000000000002W"	"9. 43.00002S"	1977-03-10	3	1977	"-78.45"	"-9.716667"
"976"	"78 52.0000200000004W"	"10 31.00002S"	1977-03-10	3	1977	"-78.866667"	"-10.516667"
"977"	"77 22.9999799999996W"	"11 31.99998S"	1977-03-10	3	1977	"-77.383333"	"-11.533333"
"978"	"77 12.0000000000002W"	"12 9.00000000000002S"	1977-03-10	3	1977	"-77.2"	"-12.15"
"979"	"76 19.0000199999997W"	"14 9.00000000000002S"	1977-03-10	3	1977	"-76.316667"	"-14.15"
"980"	"76 17.9999999999998W"	"13 58.99998S"	1977-03-10	3	1977	"-76.3"	"-13.983333"
"981"	"75 5.99999999999966W"	"15 28.99998S"	1977-03-10	3	1977	"-75.1"	"-15.483333"
"982"	"74 50.9999999999997W"	"15 37.00002S"	1977-03-10	3	1977	"-74.85"	"-15.616667"
"983"	"75 7.9999799999996W"	"15 40.2S"	1977-03-17	3	1977	"-75.133333"	"-15.67"
"984"	"75 10.2000000000001W"	"15 24.79998S"	1977-03-17	3	1977	"-75.17"	"-15.413333"
"985"	"74 39.5999999999998W"	"15 50.20002S"	1977-03-17	3	1977	"-74.66"	"-15.836667"
"986"	"75 22.9999799999996W"	"15 12.49998S"	1977-03-18	3	1977	"-75.383333"	"-15.208333"
"987"	"75 34.0000199999997W"	"14 53.20002S"	1977-03-18	3	1977	"-75.566667"	"-14.886667"
"988"	"76 7.0000200000004W"	"14 31.00002S"	1977-03-18	3	1977	"-76.116667"	"-14.516667"
"989"	"76 23.2999800000002W"	"13 58.69998S"	1977-03-18	3	1977	"-76.388333"	"-13.978333"
"990"	"75 35.9999999999997W"	"15 1.50000000000002S"	1977-03-18	3	1977	"-75.6"	"-15.025"
"991"	"75 52.9999799999996W"	"14 53.20002S"	1977-03-18	3	1977	"-75.883333"	"-14.886667"
"992"	"76 9.30000000000007W"	"14 36.40002S"	1977-03-18	3	1977	"-76.155"	"-14.606667"
"993"	"76 36.4999800000001W"	"13 53.29998S"	1977-03-19	3	1977	"-76.608333"	"-13.888333"
"994"	"76 47.5999800000002W"	"13 5.99999999999998S"	1977-03-19	3	1977	"-76.793333"	"-13.1"
"995"	"80 54.0000000000003W"	"6. 28.00002S"	1977-03-21	3	1977	"-80.9"	"-6.466667"
"996"	"81 13.9999800000001W"	"5. 58.99998S"	1977-03-22	3	1977	"-81.233333"	"-5.983333"
"997"	"80 46.0000199999999W"	"6. 31.00002S"	1977-03-23	3	1977	"-80.766667"	"-6.516667"
"998"	"80 39.0000000000003W"	"7. 1.00002S"	1977-03-23	3	1977	"-80.65"	"-7.016667"
"999"	"80 13.9999800000001W"	"7. 10.00002S"	1977-03-24	3	1977	"-80.233333"	"-7.166667"
"1000"	"78 40.9999800000003W"	"9. 9.00000000000002S"	1977-03-25	3	1977	"-78.683333"	"-9.15"
"1001"	"79 37.9999799999996W"	"8. 1.99998000000004S"	1977-03-28	3	1977	"-79.633333"	"-8.033333"
"1002"	"79 46.9999799999999W"	"8. 10.00002S"	1977-03-28	3	1977	"-79.783333"	"-8.166667"
"1003"	"79 5.99999999999966W"	"8. 42S"	1977-03-29	3	1977	"-79.1"	"-8.7"
"1004"	"79 1.00001999999989W"	"9. 1.00002S"	1977-03-29	3	1977	"-79.016667"	"-9.016667"
"1005"	"78 28.9999800000001W"	"9. 28.99998S"	1977-03-30	3	1977	"-78.483333"	"-9.483333"
"1006"	"78 30W"	"10 5.99999999999998S"	1977-03-31	3	1977	"-78.5"	"-10.1"
"1007"	"78 34.9999799999998W"	"10 28.99998S"	1977-03-31	3	1977	"-78.583333"	"-10.483333"
"1008"	"78 10.0000200000002W"	"10 37.00002S"	1977-04-03	4	1977	"-78.166667"	"-10.616667"
"1009"	"77 52.0000200000004W"	"11 1.00002S"	1977-04-03	4	1977	"-77.866667"	"-11.016667"
"1010"	"77 34.9999799999998W"	"11 39S"	1977-04-04	4	1977	"-77.583333"	"-11.65"
"1011"	"77 58.0000200000001W"	"11 45S"	1977-04-04	4	1977	"-77.966667"	"-11.75"
"1012"	"77 16.9999799999999W"	"11 42S"	1977-04-04	4	1977	"-77.283333"	"-11.7"
"1013"	"77 10.0000200000002W"	"12 7.00001999999998S"	1977-04-13	4	1977	"-77.166667"	"-12.116667"
"1014"	"77 25.9999800000003W"	"12 10.99998S"	1977-04-13	4	1977	"-77.433333"	"-12.183333"
"1015"	"77 16.0000199999999W"	"11 58.00002S"	1977-04-13	4	1977	"-77.266667"	"-11.966667"
"1016"	"77 55.9999800000003W"	"12 19.00002S"	1977-04-13	4	1977	"-77.933333"	"-12.316667"
"1017"	"77 37.0000200000004W"	"12 24S"	1977-04-13	4	1977	"-77.616667"	"-12.4"
"1018"	"76 54.0000000000003W"	"12 19.99998S"	1977-04-14	4	1977	"-76.9"	"-12.333333"
"1019"	"76 49.9999799999998W"	"12 33S"	1977-04-14	4	1977	"-76.833333"	"-12.55"
"1020"	"77 16.9999799999999W"	"13 7.99998000000002S"	1977-04-14	4	1977	"-77.283333"	"-13.133333"
"1021"	"77 46.9999799999999W"	"12 37.99998S"	1977-04-14	4	1977	"-77.783333"	"-12.633333"
"1022"	"77 16.0000199999999W"	"12 37.99998S"	1977-04-14	4	1977	"-77.266667"	"-12.633333"
"1023"	"76 39.0000000000003W"	"12 46.00002S"	1977-04-14	4	1977	"-76.65"	"-12.766667"
"1024"	"76 30W"	"13 4.99997999999998S"	1977-04-15	4	1977	"-76.5"	"-13.083333"
"1025"	"76 24.0000000000003W"	"13 10.00002S"	1977-04-15	4	1977	"-76.4"	"-13.166667"
"1026"	"76 35.9999999999997W"	"13 19.99998S"	1977-04-15	4	1977	"-76.6"	"-13.333333"
"1027"	"76 19.9999799999998W"	"13 19.99998S"	1977-04-15	4	1977	"-76.333333"	"-13.333333"
"1028"	"76 22.9999799999996W"	"13 36S"	1977-04-16	4	1977	"-76.383333"	"-13.6"
"1029"	"76 1.99997999999994W"	"14 30S"	1977-04-18	4	1977	"-76.033333"	"-14.5"
"1030"	"76 19.0000199999997W"	"14 0S"	1977-04-20	4	1977	"-76.316667"	"-14"
"1031"	"76 13.0000200000001W"	"14 24S"	1977-04-21	4	1977	"-76.216667"	"-14.4"
"1032"	"76 1.00001999999989W"	"14 37.00002S"	1977-04-21	4	1977	"-76.016667"	"-14.616667"
"1033"	"76 46.0000199999999W"	"14 15S"	1977-04-21	4	1977	"-76.766667"	"-14.25"
"1034"	"75 43.0000200000001W"	"15 37.99998S"	1977-04-22	4	1977	"-75.716667"	"-15.633333"
"1035"	"76 1.00001999999989W"	"14 45S"	1977-04-22	4	1977	"-76.016667"	"-14.75"
"1036"	"75 17.9999999999998W"	"15 28.00002S"	1977-04-23	4	1977	"-75.3"	"-15.466667"
"1037"	"75 7.9999799999996W"	"15 46.00002S"	1977-04-23	4	1977	"-75.133333"	"-15.766667"
"1038"	"74 32.9999999999998W"	"15 42S"	1977-04-24	4	1977	"-74.55"	"-15.7"
"1039"	"74 37.0000200000004W"	"15 55.00002S"	1977-04-24	4	1977	"-74.616667"	"-15.916667"
"1040"	"76 31.9999799999999W"	"13 9.00000000000002S"	1977-10-15	10	1978	"-76.533333"	"-13.15"
"1041"	"77 16.9999799999999W"	"13 3.00000000000004S"	1977-10-16	10	1978	"-77.283333"	"-13.05"
"1042"	"76 52.0000200000004W"	"12 36S"	1977-10-16	10	1978	"-76.866667"	"-12.6"
"1043"	"77 0W"	"12 57S"	1977-10-16	10	1978	"-77"	"-12.95"
"1044"	"76 55.9999800000003W"	"12 28.00002S"	1977-10-16	10	1978	"-76.933333"	"-12.466667"
"1045"	"78 4.99997999999977W"	"13 1.99998000000004S"	1977-10-17	10	1978	"-78.083333"	"-13.033333"
"1046"	"77 19.0000199999997W"	"11 45S"	1977-10-17	10	1978	"-77.316667"	"-11.75"
"1047"	"77 20.9999999999997W"	"11 34.99998S"	1977-10-17	10	1978	"-77.35"	"-11.583333"
"1048"	"77 22.0000200000004W"	"11 58.00002S"	1977-10-17	10	1978	"-77.366667"	"-11.966667"
"1049"	"77 27.0000000000002W"	"11 43.99998S"	1977-10-17	10	1978	"-77.45"	"-11.733333"
"1050"	"77 27.0000000000002W"	"11 40.99998S"	1977-10-17	10	1978	"-77.45"	"-11.683333"
"1051"	"77 47.9999999999998W"	"11 22.99998S"	1977-10-18	10	1978	"-77.8"	"-11.383333"
"1052"	"80 49.9999799999998W"	"7. 51S"	1977-10-18	10	1978	"-80.833333"	"-7.85"
"1053"	"79 17.9999999999998W"	"9. 27S"	1977-10-18	10	1978	"-79.3"	"-9.45"
"1054"	"77 20.9999999999997W"	"11 46.99998S"	1977-10-18	10	1978	"-77.35"	"-11.783333"
"1055"	"78 1.00001999999989W"	"12 10.00002S"	1977-10-18	10	1978	"-78.016667"	"-12.166667"
"1056"	"76 17.9999999999998W"	"13 34.00002S"	1977-10-18	10	1978	"-76.3"	"-13.566667"
"1057"	"75 45W"	"15 51S"	1977-10-18	10	1978	"-75.75"	"-15.85"
"1058"	"78 40.9999800000003W"	"10 43.00002S"	1977-10-19	10	1978	"-78.683333"	"-10.716667"
"1059"	"77 46.9999799999999W"	"11 1.99998000000004S"	1977-10-19	10	1978	"-77.783333"	"-11.033333"
"1060"	"79 55.0000200000002W"	"7. 19.99998S"	1977-10-19	10	1978	"-79.916667"	"-7.333333"
"1061"	"78 24.0000000000003W"	"9. 52.99998S"	1977-10-19	10	1978	"-78.4"	"-9.883333"
"1062"	"78 32.9999999999998W"	"9. 36S"	1977-10-19	10	1978	"-78.55"	"-9.6"
"1063"	"78 24.0000000000003W"	"10 46.00002S"	1977-10-19	10	1978	"-78.4"	"-10.766667"
"1064"	"77 50.9999999999997W"	"11 30S"	1977-10-19	10	1978	"-77.85"	"-11.5"
"1065"	"78 30W"	"11 51S"	1977-10-19	10	1978	"-78.5"	"-11.85"
"1066"	"76 57.0000000000002W"	"12 40.99998S"	1977-10-19	10	1978	"-76.95"	"-12.683333"
"1067"	"76 55.0000200000002W"	"12 7.99998000000002S"	1977-10-19	10	1978	"-76.916667"	"-12.133333"
"1068"	"76 34.9999799999998W"	"13 3.00000000000004S"	1977-10-19	10	1978	"-76.583333"	"-13.05"
"1069"	"76 47.9999999999998W"	"13 10.00002S"	1977-10-19	10	1978	"-76.8"	"-13.166667"
"1070"	"76 25.9999800000003W"	"14 1.00002S"	1977-10-19	10	1978	"-76.433333"	"-14.016667"
"1071"	"76 49.0000199999997W"	"14 13.99998S"	1977-10-19	10	1978	"-76.816667"	"-14.233333"
"1072"	"77 31.0000199999999W"	"14 37.00002S"	1977-10-19	10	1978	"-77.516667"	"-14.616667"
"1073"	"75 34.0000199999997W"	"14 54S"	1977-10-19	10	1978	"-75.566667"	"-14.9"
"1074"	"75 15W"	"15 49.00002S"	1977-10-19	10	1978	"-75.25"	"-15.816667"
"1075"	"78 19.0000199999997W"	"10 52.00002S"	1977-10-19	10	1978	"-78.316667"	"-10.866667"
"1076"	"78 31.9999799999999W"	"10 55.99998S"	1977-10-19	10	1978	"-78.533333"	"-10.933333"
"1077"	"78 28.9999800000001W"	"9. 25.99998S"	1977-10-20	10	1978	"-78.483333"	"-9.433333"
"1078"	"79 22.0000200000004W"	"9. 36S"	1977-10-20	10	1978	"-79.366667"	"-9.6"
"1079"	"77 58.0000200000001W"	"10 31.99998S"	1977-10-20	10	1978	"-77.966667"	"-10.533333"
"1080"	"81 54.0000000000003W"	"6. 36S"	1977-10-20	10	1978	"-81.9"	"-6.6"
"1081"	"80 31.9999799999999W"	"6. 58.99998S"	1977-10-20	10	1978	"-80.533333"	"-6.983333"
"1082"	"80 52.0000200000004W"	"8. 25.00002S"	1977-10-20	10	1978	"-80.866667"	"-8.416667"
"1083"	"80 27.0000000000002W"	"8. 9.00000000000002S"	1977-10-20	10	1978	"-80.45"	"-8.15"
