"LONG"	"LAT"	"Date"	"month"	"year"	"long"	"lat"
"1"	"76 29.5000200000004W"	"13 10.69998S"	1972-03-26	3	1972	"-76.491667"	"-13.178333"
"2"	"76 34.7999999999999W"	"13 31.2S"	1972-03-26	3	1972	"-76.58"	"-13.52"
"3"	"76 30W"	"13 52.99998S"	1972-03-26	3	1972	"-76.5"	"-13.883333"
"4"	"76 4.99997999999977W"	"14 43.6000200000001S"	1972-03-27	3	1972	"-76.083333"	"-14.726667"
"5"	"76 17.80002W"	"14 54S"	1972-03-27	3	1972	"-76.296667"	"-14.9"
"6"	"75 54.0000000000003W"	"14 55.99998S"	1972-03-27	3	1972	"-75.9"	"-14.933333"
"7"	"75 37.9000199999996W"	"15 0.300000000000047S"	1972-03-27	3	1972	"-75.631667"	"-15.005"
"8"	"75 3.60000000000014W"	"15 46.69998S"	1972-03-28	3	1972	"-75.06"	"-15.778333"
"9"	"74 24.0000000000003W"	"15 58.00002S"	1972-03-28	3	1972	"-74.4"	"-15.966667"
"10"	"75 13.0000200000001W"	"15 40.00002S"	1972-03-30	3	1972	"-75.216667"	"-15.666667"
"11"	"75 10.9999800000003W"	"15 19.99998S"	1972-03-30	3	1972	"-75.183333"	"-15.333333"
"12"	"76 32.9999999999998W"	"13 22.99998S"	1972-09-05	9	1973	"-76.55"	"-13.383333"
"13"	"79 10.0000200000002W"	"8. 34.00002S"	1972-09-05	9	1973	"-79.166667"	"-8.566667"
"14"	"79 17.3766599999996W"	"7. 58.00002S"	1972-09-05	9	1973	"-79.289611"	"-7.966667"
"15"	"74 32.9999999999998W"	"15 46.00002S"	1972-09-05	9	1973	"-74.55"	"-15.766667"
"16"	"81 55.9999800000003W"	"6. 1.99997999999999S"	1972-09-05	9	1973	"-81.933333"	"-6.033333"
"17"	"81 1.00001999999989W"	"6. 34.00002S"	1972-09-05	9	1973	"-81.016667"	"-6.566667"
"18"	"82 10.0000200000002W"	"6. 46.00002S"	1972-09-05	9	1973	"-82.166667"	"-6.766667"
"19"	"80 9.00000000000034W"	"6. 51S"	1972-09-05	9	1973	"-80.15"	"-6.85"
"20"	"80 40.0000200000002W"	"6. 52.00002S"	1972-09-05	9	1973	"-80.666667"	"-6.866667"
"21"	"81 2.99999999999983W"	"6. 52.99998S"	1972-09-05	9	1973	"-81.05"	"-6.883333"
"22"	"79 42.0000000000002W"	"7. 25.00002S"	1972-09-05	9	1973	"-79.7"	"-7.416667"
"23"	"80 22.9999799999996W"	"7. 10.00002S"	1972-09-05	9	1973	"-80.383333"	"-7.166667"
"24"	"80 31.9999799999999W"	"6. 43.00002S"	1972-09-05	9	1973	"-80.533333"	"-6.716667"
"25"	"80 1.00001999999989W"	"7. 36S"	1972-09-05	9	1973	"-80.016667"	"-7.6"
"26"	"79 46.0000199999999W"	"8. 1.99998000000004S"	1972-09-05	9	1973	"-79.766667"	"-8.033333"
"27"	"80 52.9999799999996W"	"7. 58.99998S"	1972-09-05	9	1973	"-80.883333"	"-7.983333"
"28"	"79 22.0000200000004W"	"8. 40.00002S"	1972-09-05	9	1973	"-79.366667"	"-8.666667"
"29"	"78 55.0000200000002W"	"8. 40.00002S"	1972-09-05	9	1973	"-78.916667"	"-8.666667"
"30"	"78 42.0000000000002W"	"9. 24S"	1972-09-05	9	1973	"-78.7"	"-9.4"
"31"	"78 34.0000199999997W"	"10 5.99999999999998S"	1972-09-05	9	1973	"-78.566667"	"-10.1"
"32"	"78 54.0000000000003W"	"10 5.99999999999998S"	1972-09-05	9	1973	"-78.9"	"-10.1"
"33"	"79 34.0000199999997W"	"10 5.99999999999998S"	1972-09-05	9	1973	"-79.566667"	"-10.1"
"34"	"78 7.0000200000004W"	"10 12S"	1972-09-05	9	1973	"-78.116667"	"-10.2"
"35"	"78 13.9999800000001W"	"10 12S"	1972-09-05	9	1973	"-78.233333"	"-10.2"
"36"	"78 15W"	"10 12S"	1972-09-05	9	1973	"-78.25"	"-10.2"
"37"	"78 1.00001999999989W"	"10 36S"	1972-09-05	9	1973	"-78.016667"	"-10.6"
"38"	"78 10.9999800000003W"	"10 40.00002S"	1972-09-05	9	1973	"-78.183333"	"-10.666667"
"39"	"78 35.9999999999997W"	"10 40.00002S"	1972-09-05	9	1973	"-78.6"	"-10.666667"
"40"	"78 27.0000000000002W"	"11 19.99998S"	1972-09-05	9	1973	"-78.45"	"-11.333333"
"41"	"77 43.0000200000001W"	"11 58.99998S"	1972-09-05	9	1973	"-77.716667"	"-11.983333"
"42"	"77 52.9999799999996W"	"12 0S"	1972-09-05	9	1973	"-77.883333"	"-12"
"43"	"77 54.0000000000003W"	"11 58.99998S"	1972-09-05	9	1973	"-77.9"	"-11.983333"
"44"	"78 20.9999999999997W"	"10 36.49998S"	1972-09-05	9	1973	"-78.35"	"-10.608333"
"45"	"78 16.9999799999999W"	"10 33S"	1972-09-05	9	1973	"-78.283333"	"-10.55"
"46"	"77 55.0000200000002W"	"10 45S"	1972-09-05	9	1973	"-77.916667"	"-10.75"
"47"	"77 20.9999999999997W"	"11 52.00002S"	1972-09-05	9	1973	"-77.35"	"-11.866667"
"48"	"77 10.0000200000002W"	"12 19.99998S"	1972-09-05	9	1973	"-77.166667"	"-12.333333"
"49"	"77 4.99997999999977W"	"12 28.99998S"	1972-09-05	9	1973	"-77.083333"	"-12.483333"
"50"	"78 4.99997999999977W"	"12 30S"	1972-09-05	9	1973	"-78.083333"	"-12.5"
"51"	"77 7.9999799999996W"	"13 19.00002S"	1972-09-05	9	1973	"-77.133333"	"-13.316667"
"52"	"77 49.0000199999997W"	"13 27S"	1972-09-05	9	1973	"-77.816667"	"-13.45"
"53"	"76 27.0000000000002W"	"13 46.99998S"	1972-09-05	9	1973	"-76.45"	"-13.783333"
"54"	"77 16.0000199999999W"	"13 43.99998S"	1972-09-05	9	1973	"-77.266667"	"-13.733333"
"55"	"77 58.9999800000001W"	"13 40.99998S"	1972-09-05	9	1973	"-77.983333"	"-13.683333"
"56"	"76 52.9999799999996W"	"14 3.00000000000004S"	1972-09-05	9	1973	"-76.883333"	"-14.05"
"57"	"76 43.9999800000001W"	"13 37.99998S"	1972-09-05	9	1973	"-76.733333"	"-13.633333"
"58"	"76 55.9999800000003W"	"13 57S"	1972-09-05	9	1973	"-76.933333"	"-13.95"
"59"	"76 13.0000200000001W"	"14 31.99998S"	1972-09-05	9	1973	"-76.216667"	"-14.533333"
"60"	"76 55.0000200000002W"	"14 36.3S"	1972-09-05	9	1973	"-76.916667"	"-14.605"
"61"	"75 50.9999999999997W"	"14 52.99998S"	1972-09-05	9	1973	"-75.85"	"-14.883333"
"62"	"76 16.0000199999999W"	"14 49.99998S"	1972-09-05	9	1973	"-76.266667"	"-14.833333"
"63"	"77 17.9999999999998W"	"14 43.00002S"	1972-09-05	9	1973	"-77.3"	"-14.716667"
"64"	"75 45W"	"15 27S"	1972-09-05	9	1973	"-75.75"	"-15.45"
"65"	"76 46.0000199999999W"	"15 36S"	1972-09-05	9	1973	"-76.766667"	"-15.6"
"66"	"74 54.0000000000003W"	"15 58.00002S"	1972-09-05	9	1973	"-74.9"	"-15.966667"
"67"	"75 19.9999799999998W"	"15 52.00002S"	1972-09-05	9	1973	"-75.333333"	"-15.866667"
"68"	"74 46.9999799999999W"	"15 39.40002S"	1972-09-05	9	1973	"-74.783333"	"-15.656667"
"69"	"75 37.0000200000004W"	"15 49.30002S"	1972-09-05	9	1973	"-75.616667"	"-15.821667"
"70"	"75 47.9999999999998W"	"15 33S"	1972-09-06	9	1973	"-75.8"	"-15.55"
"71"	"78 28.0000200000001W"	"9. 25.99998S"	1972-09-06	9	1973	"-78.466667"	"-9.433333"
"72"	"78 43.0000200000001W"	"9. 9.00000000000002S"	1972-09-06	9	1973	"-78.716667"	"-9.15"
"73"	"81 22.0000200000004W"	"6. 5.99999999999998S"	1972-09-06	9	1973	"-81.366667"	"-6.1"
"74"	"81 34.0000199999997W"	"7. 10.99998S"	1972-09-06	9	1973	"-81.566667"	"-7.183333"
"75"	"80 49.9999799999998W"	"6. 19.00002S"	1972-09-06	9	1973	"-80.833333"	"-6.316667"
"76"	"81 39.0000000000003W"	"7. 37.00002S"	1972-09-06	9	1973	"-81.65"	"-7.616667"
"77"	"80 4.99997999999977W"	"7. 13.99998S"	1972-09-06	9	1973	"-80.083333"	"-7.233333"
"78"	"81 24.0000000000003W"	"6. 31.00002S"	1972-09-06	9	1973	"-81.4"	"-6.516667"
"79"	"81 17.9999999999998W"	"6. 4.99997999999998S"	1972-09-06	9	1973	"-81.3"	"-6.083333"
"80"	"81 4.99997999999977W"	"6. 13.99998S"	1972-09-06	9	1973	"-81.083333"	"-6.233333"
"81"	"80 54.0000000000003W"	"7. 36S"	1972-09-06	9	1973	"-80.9"	"-7.6"
"82"	"81 4.99997999999977W"	"8. 10.99998S"	1972-09-06	9	1973	"-81.083333"	"-8.183333"
"83"	"79 54.0000000000003W"	"7. 55.00002S"	1972-09-06	9	1973	"-79.9"	"-7.916667"
"84"	"79 43.0000200000001W"	"7. 58.99998S"	1972-09-06	9	1973	"-79.716667"	"-7.983333"
"85"	"79 19.0000199999997W"	"8. 13.99998S"	1972-09-06	9	1973	"-79.316667"	"-8.233333"
"86"	"79 37.0000200000004W"	"7. 33S"	1972-09-06	9	1973	"-79.616667"	"-7.55"
"87"	"80 9.00000000000034W"	"9. 12S"	1972-09-06	9	1973	"-80.15"	"-9.2"
"88"	"79 1.00001999999989W"	"8. 31.99998S"	1972-09-06	9	1973	"-79.016667"	"-8.533333"
"89"	"78 40.0000200000002W"	"9. 34.99998S"	1972-09-06	9	1973	"-78.666667"	"-9.583333"
"90"	"79 16.0000199999999W"	"9. 19.00002S"	1972-09-06	9	1973	"-79.266667"	"-9.316667"
"91"	"78 55.9999800000003W"	"10 19.99998S"	1972-09-06	9	1973	"-78.933333"	"-10.333333"
"92"	"78 54.0000000000003W"	"8. 58.99998S"	1972-09-06	9	1973	"-78.9"	"-8.983333"
"93"	"79 35.9999999999997W"	"10 40.99998S"	1972-09-06	9	1973	"-79.6"	"-10.683333"
"94"	"78 28.0000200000001W"	"11 16.99998S"	1972-09-06	9	1973	"-78.466667"	"-11.283333"
"95"	"77 10.0000200000002W"	"12 22.99998S"	1972-09-06	9	1973	"-77.166667"	"-12.383333"
"96"	"77 16.0000199999999W"	"12 3.00000000000004S"	1972-09-06	9	1973	"-77.266667"	"-12.05"
"97"	"78 7.0000200000004W"	"11 13.99998S"	1972-09-06	9	1973	"-78.116667"	"-11.233333"
"98"	"77 19.9999799999998W"	"11 34.00002S"	1972-09-06	9	1973	"-77.333333"	"-11.566667"
"99"	"76 52.0000200000004W"	"12 33S"	1972-09-06	9	1973	"-76.866667"	"-12.55"
"100"	"76 40.0000200000002W"	"12 48S"	1972-09-06	9	1973	"-76.666667"	"-12.8"
"101"	"76 27.0000000000002W"	"13 16.99998S"	1972-09-06	9	1973	"-76.45"	"-13.283333"
"102"	"77 10.9999800000003W"	"12 37.99998S"	1972-09-06	9	1973	"-77.183333"	"-12.633333"
"103"	"77 5.99999999999966W"	"12 15S"	1972-09-06	9	1973	"-77.1"	"-12.25"
"104"	"76 37.9999799999996W"	"13 33S"	1972-09-06	9	1973	"-76.633333"	"-13.55"
"105"	"76 34.0000199999997W"	"13 25.00002S"	1972-09-06	9	1973	"-76.566667"	"-13.416667"
"106"	"76 43.0000200000001W"	"14 24S"	1972-09-06	9	1973	"-76.716667"	"-14.4"
"107"	"76 24.0000000000003W"	"14 30S"	1972-09-06	9	1973	"-76.4"	"-14.5"
"108"	"77 4.99997999999977W"	"14 7.99998000000002S"	1972-09-06	9	1973	"-77.083333"	"-14.133333"
"109"	"76 19.9999799999998W"	"14 57S"	1972-09-06	9	1973	"-76.333333"	"-14.95"
"110"	"76 17.9999999999998W"	"15 25.99998S"	1972-09-06	9	1973	"-76.3"	"-15.433333"
"111"	"75 43.9999800000001W"	"15 12S"	1972-09-06	9	1973	"-75.733333"	"-15.2"
"112"	"75 25.9999800000003W"	"15 7.00001999999998S"	1972-09-06	9	1973	"-75.433333"	"-15.116667"
"113"	"74 46.0000199999999W"	"15 43.2S"	1972-09-06	9	1973	"-74.766667"	"-15.72"
"114"	"75 16.0000199999999W"	"15 37.00002S"	1972-09-06	9	1973	"-75.266667"	"-15.616667"
"115"	"81 9.00000000000034W"	"6. 15S"	1972-09-07	9	1973	"-81.15"	"-6.25"
"116"	"81 7.9999799999996W"	"6. 55.00002S"	1972-09-07	9	1973	"-81.133333"	"-6.916667"
"117"	"79 52.0000200000004W"	"7. 4.00001999999999S"	1972-09-07	9	1973	"-79.866667"	"-7.066667"
"118"	"81 24.0000000000003W"	"6. 31.00002S"	1972-09-07	9	1973	"-81.4"	"-6.516667"
"119"	"81 1.99997999999994W"	"6. 31.00002S"	1972-09-07	9	1973	"-81.033333"	"-6.516667"
"120"	"81 7.9999799999996W"	"6. 40.00002S"	1972-09-07	9	1973	"-81.133333"	"-6.666667"
"121"	"80 39.0000000000003W"	"6. 33S"	1972-09-07	9	1973	"-80.65"	"-6.55"
"122"	"80 25.9999800000003W"	"6. 52.00002S"	1972-09-07	9	1973	"-80.433333"	"-6.866667"
"123"	"79 43.9999800000001W"	"7. 16.99998S"	1972-09-07	9	1973	"-79.733333"	"-7.283333"
"124"	"79 34.9999799999998W"	"8. 24S"	1972-09-07	9	1973	"-79.583333"	"-8.4"
"125"	"79 43.9999800000001W"	"7. 52.00002S"	1972-09-07	9	1973	"-79.733333"	"-7.866667"
"126"	"79 40.9999800000003W"	"8. 3.00000000000004S"	1972-09-07	9	1973	"-79.683333"	"-8.05"
"127"	"79 52.0000200000004W"	"8. 40.99998S"	1972-09-07	9	1973	"-79.866667"	"-8.683333"
"128"	"79 17.9999999999998W"	"9. 43.00002S"	1972-09-07	9	1973	"-79.3"	"-9.716667"
"129"	"79 7.9999799999996W"	"10 25.00002S"	1972-09-07	9	1973	"-79.133333"	"-10.416667"
"130"	"78 25.0000200000002W"	"9. 28.00002S"	1972-09-07	9	1973	"-78.416667"	"-9.466667"
"131"	"78 16.9999799999999W"	"9. 54S"	1972-09-07	9	1973	"-78.283333"	"-9.9"
"132"	"78 7.9999799999996W"	"10 30S"	1972-09-07	9	1973	"-78.133333"	"-10.5"
"133"	"78 13.9999800000001W"	"10 31.99998S"	1972-09-07	9	1973	"-78.233333"	"-10.533333"
"134"	"78 10.0000200000002W"	"10 28.00002S"	1972-09-07	9	1973	"-78.166667"	"-10.466667"
"135"	"76 58.0000200000001W"	"12 58.00002S"	1972-09-07	9	1973	"-76.966667"	"-12.966667"
"136"	"78 31.9999799999999W"	"12 37.00002S"	1972-09-07	9	1973	"-78.533333"	"-12.616667"
"137"	"76 27.0000000000002W"	"13 54S"	1972-09-07	9	1973	"-76.45"	"-13.9"
"138"	"76 27.0000000000002W"	"13 21S"	1972-09-07	9	1973	"-76.45"	"-13.35"
"139"	"77 10.9999800000003W"	"14 43.99998S"	1972-09-07	9	1973	"-77.183333"	"-14.733333"
"140"	"75 58.9999800000001W"	"15 19.00002S"	1972-09-07	9	1973	"-75.983333"	"-15.316667"
"141"	"76 46.9999799999999W"	"15 13.00002S"	1972-09-07	9	1973	"-76.783333"	"-15.216667"
"142"	"75 57.0000000000002W"	"15 19.00002S"	1972-09-07	9	1973	"-75.95"	"-15.316667"
"143"	"76 35.9999999999997W"	"15 24S"	1972-09-07	9	1973	"-76.6"	"-15.4"
"144"	"76 12.0000000000002W"	"15 12S"	1972-09-07	9	1973	"-76.2"	"-15.2"
"145"	"76 27.0000000000002W"	"14 58.00002S"	1972-09-07	9	1973	"-76.45"	"-14.966667"
"146"	"75 46.0000199999999W"	"14 46.00002S"	1972-09-07	9	1973	"-75.766667"	"-14.766667"
"147"	"75 10.30002W"	"15 55.99998S"	1972-09-07	9	1973	"-75.171667"	"-15.933333"
"148"	"81 1.99997999999994W"	"6. 16.00002S"	1972-09-08	9	1973	"-81.033333"	"-6.266667"
"149"	"79 58.9999800000001W"	"6. 55.99998S"	1972-09-08	9	1973	"-79.983333"	"-6.933333"
"150"	"79 52.9999799999996W"	"-7 840S"	1972-09-08	9	1973	"-79.883333"	"--21"
"151"	"80 4.00001999999972W"	"6. 55.00002S"	1972-09-08	9	1973	"-80.066667"	"-6.916667"
"152"	"79 52.9999799999996W"	"7. 1.99997999999999S"	1972-09-08	9	1973	"-79.883333"	"-7.033333"
"153"	"79 50.9999999999997W"	"7. 21S"	1972-09-08	9	1973	"-79.85"	"-7.35"
"154"	"79 35.9999999999997W"	"7. 33S"	1972-09-08	9	1973	"-79.6"	"-7.55"
"155"	"79 16.9999799999999W"	"8. 22.00002S"	1972-09-08	9	1973	"-79.283333"	"-8.366667"
"156"	"79 7.0000200000004W"	"8. 37.99998S"	1972-09-08	9	1973	"-79.116667"	"-8.633333"
"157"	"79 0W"	"8. 31.00002S"	1972-09-08	9	1973	"-79"	"-8.516667"
"158"	"79 49.9999799999998W"	"8. 45S"	1972-09-08	9	1973	"-79.833333"	"-8.75"
"159"	"79 45W"	"8. 55.99998S"	1972-09-08	9	1973	"-79.75"	"-8.933333"
"160"	"78 55.9999800000003W"	"8. 46.99998S"	1972-09-08	9	1973	"-78.933333"	"-8.783333"
"161"	"78 35.9999999999997W"	"9. 43.00002S"	1972-09-08	9	1973	"-78.6"	"-9.716667"
"162"	"78 35.9999999999997W"	"9. 27S"	1972-09-08	9	1973	"-78.6"	"-9.45"
"163"	"78 42.0000000000002W"	"9. 19.00002S"	1972-09-08	9	1973	"-78.7"	"-9.316667"
"164"	"78 40.0000200000002W"	"9. 13.00002S"	1972-09-08	9	1973	"-78.666667"	"-9.216667"
"165"	"78 13.0000200000001W"	"10 10.99998S"	1972-09-08	9	1973	"-78.216667"	"-10.183333"
"166"	"78 13.0000200000001W"	"10 22.00002S"	1972-09-08	9	1973	"-78.216667"	"-10.366667"
"167"	"78 34.9999799999998W"	"9. 15S"	1972-09-08	9	1973	"-78.583333"	"-9.25"
"168"	"78 28.9999800000001W"	"9. 43.99998S"	1972-09-08	9	1973	"-78.483333"	"-9.733333"
"169"	"77 45W"	"10 57S"	1972-09-08	9	1973	"-77.75"	"-10.95"
"170"	"78 4.00001999999972W"	"10 54S"	1972-09-08	9	1973	"-78.066667"	"-10.9"
"171"	"77 17.9999999999998W"	"12 4.00002000000004S"	1972-09-08	9	1973	"-77.3"	"-12.066667"
"172"	"76 46.0000199999999W"	"12 43.00002S"	1972-09-08	9	1973	"-76.766667"	"-12.716667"
"173"	"77 10.0000200000002W"	"12 16.00002S"	1972-09-08	9	1973	"-77.166667"	"-12.266667"
"174"	"76 22.0000200000004W"	"13 24S"	1972-09-08	9	1973	"-76.366667"	"-13.4"
"175"	"77 21.7000199999998W"	"12 1.50000000000002S"	1972-10-18	10	1973	"-77.361667"	"-12.025"
"176"	"79 51.2339999999998W"	"7. 0.875999999999983S"	1972-10-19	10	1973	"-79.8539"	"-7.0146"
"177"	"78 30W"	"9. 27S"	1972-10-19	10	1973	"-78.5"	"-9.45"
"178"	"77 40.4999999999998W"	"11 5.29998000000003S"	1972-10-19	10	1973	"-77.675"	"-11.088333"
"179"	"77 50.4000000000002W"	"11 1.30002000000005S"	1972-10-19	10	1973	"-77.84"	"-11.021667"
"180"	"79 49.9999799999998W"	"8. 45S"	1972-10-19	10	1973	"-79.833333"	"-8.75"
"181"	"79 52.0000200000004W"	"8. 21S"	1972-10-19	10	1973	"-79.866667"	"-8.35"
"182"	"76 56.5000199999997W"	"12 16.99998S"	1972-10-20	10	1973	"-76.941667"	"-12.283333"
"183"	"79 16.0000199999999W"	"11 39.19998S"	1972-10-20	10	1973	"-79.266667"	"-11.653333"
"184"	"78 12.0000000000002W"	"10 10.00002S"	1972-10-20	10	1973	"-78.2"	"-10.166667"
"185"	"78 28.0000200000001W"	"11 45S"	1972-10-20	10	1973	"-78.466667"	"-11.75"
"186"	"82 12.4999799999998W"	"6. 10.00002S"	1972-10-20	10	1973	"-82.208333"	"-6.166667"
"187"	"82 47.9999999999998W"	"6. 28.00002S"	1972-10-20	10	1973	"-82.8"	"-6.466667"
"188"	"81 9.00000000000034W"	"6. 27S"	1972-10-20	10	1973	"-81.15"	"-6.45"
"189"	"81 25.0000200000002W"	"7. 13.00002S"	1972-10-20	10	1973	"-81.416667"	"-7.216667"
"190"	"81 12.4999799999998W"	"7. 41.50002S"	1972-10-20	10	1973	"-81.208333"	"-7.691667"
"191"	"79 16.9999799999999W"	"8. 33.79998S"	1972-10-20	10	1973	"-79.283333"	"-8.563333"
"192"	"80 22.9999799999996W"	"9. 1.09998000000001S"	1972-10-20	10	1973	"-80.383333"	"-9.018333"
"193"	"78 30W"	"9. 24S"	1972-10-20	10	1973	"-78.5"	"-9.4"
"194"	"80 3.30000000000041W"	"9. 28.09998S"	1972-10-20	10	1973	"-80.055"	"-9.468333"
"195"	"79 44.8000200000001W"	"10 22.99998S"	1972-10-20	10	1973	"-79.746667"	"-10.383333"
"196"	"77 21.6179399999999W"	"11 36.03528S"	1972-10-20	10	1973	"-77.360299"	"-11.600588"
"197"	"78 42.0000000000002W"	"12 17.89998S"	1972-10-20	10	1973	"-78.7"	"-12.298333"
"198"	"76 54.0000000000003W"	"12 22.99998S"	1972-10-20	10	1973	"-76.9"	"-12.383333"
"199"	"78 29.8999800000001W"	"12 45.10002S"	1972-10-20	10	1973	"-78.498333"	"-12.751667"
"200"	"76 26.1000000000001W"	"13 8.09999999999999S"	1972-10-20	10	1973	"-76.435"	"-13.135"
"201"	"77 1.86803999999967W"	"12 59.4375S"	1972-10-20	10	1973	"-77.031134"	"-12.990625"
"202"	"76 58.9999800000001W"	"14 7.60001999999997S"	1972-10-20	10	1973	"-76.983333"	"-14.126667"
"203"	"76 50.4000000000002W"	"14 22.5S"	1972-10-20	10	1973	"-76.84"	"-14.375"
"204"	"77 45W"	"14 24.79998S"	1972-10-20	10	1973	"-77.75"	"-14.413333"
"205"	"75 17.9999999999998W"	"15 14.7S"	1972-10-20	10	1973	"-75.3"	"-15.245"
"206"	"75 27.0000000000002W"	"15 4.00002000000004S"	1972-10-20	10	1973	"-75.45"	"-15.066667"
"207"	"74 44.5000200000004W"	"15 37.5S"	1972-10-20	10	1973	"-74.741667"	"-15.625"
"208"	"74 19.9999799999998W"	"15 53.50002S"	1972-10-20	10	1973	"-74.333333"	"-15.891667"
"209"	"80 58.9999800000001W"	"6. 36S"	1972-10-20	10	1973	"-80.983333"	"-6.6"
"210"	"81 16.3000199999996W"	"6. 34.99998S"	1972-10-20	10	1973	"-81.271667"	"-6.583333"
"211"	"79 43.0000200000001W"	"7. 25.00002S"	1972-10-20	10	1973	"-79.716667"	"-7.416667"
"212"	"79 47.9999999999998W"	"7. 19.99998S"	1972-10-20	10	1973	"-79.8"	"-7.333333"
"213"	"79 54.9000000000004W"	"8. 22.99998S"	1972-10-20	10	1973	"-79.915"	"-8.383333"
"214"	"79 16.3000199999996W"	"8. 9.00000000000002S"	1972-10-20	10	1973	"-79.271667"	"-8.15"
"215"	"79 33.79998W"	"9. 5.80002S"	1972-10-20	10	1973	"-79.563333"	"-9.096667"
"216"	"79 3.10001999999969W"	"8. 58.8S"	1972-10-20	10	1973	"-79.051667"	"-8.98"
"217"	"78 17.2999799999997W"	"9. 49.0999800000001S"	1972-10-20	10	1973	"-78.288333"	"-9.818333"
"218"	"79 1.69998000000021W"	"9. 45S"	1972-10-20	10	1973	"-79.028333"	"-9.75"
"219"	"77 54.4000199999999W"	"10 43.99998S"	1972-10-20	10	1973	"-77.906667"	"-10.733333"
"220"	"77 27.7999800000003W"	"11 34.39998S"	1972-10-20	10	1973	"-77.463333"	"-11.573333"
"221"	"77 40.2000000000001W"	"11 28.00002S"	1972-10-20	10	1973	"-77.67"	"-11.466667"
"222"	"77 30W"	"11 28.30002S"	1972-10-20	10	1973	"-77.5"	"-11.471667"
"223"	"77 29.2999799999998W"	"12 19.99998S"	1972-10-20	10	1973	"-77.488333"	"-12.333333"
"224"	"76 39.7000199999997W"	"12 50.29998S"	1972-10-20	10	1973	"-76.661667"	"-12.838333"
"225"	"76 27.19998W"	"14 5.39999999999999S"	1972-10-20	10	1973	"-76.453333"	"-14.09"
"226"	"76 58.6999800000004W"	"14 2.50002000000002S"	1972-10-20	10	1973	"-76.978333"	"-14.041667"
"227"	"76 29.2000199999998W"	"13 49.99998S"	1972-10-20	10	1973	"-76.486667"	"-13.833333"
"228"	"75 34.9999799999998W"	"14 53.1S"	1972-10-20	10	1973	"-75.583333"	"-14.885"
"229"	"75 8.29998000000018W"	"15 24S"	1972-10-20	10	1973	"-75.138333"	"-15.4"
"230"	"75 38.6999999999998W"	"15 48S"	1972-10-20	10	1973	"-75.645"	"-15.8"
"231"	"78 3.49998000000028W"	"10 29.7S"	1972-10-20	10	1973	"-78.058333"	"-10.495"
"232"	"78 3.49998000000028W"	"10 20.7S"	1972-10-20	10	1973	"-78.058333"	"-10.345"
"233"	"80 44.1386399999996W"	"7. 20.14032S"	1972-10-20	10	1973	"-80.735644"	"-7.335672"
"234"	"80 19.9999799999998W"	"7. 7.00001999999998S"	1972-10-20	10	1973	"-80.333333"	"-7.116667"
"235"	"80 7.9999799999996W"	"6. 51S"	1972-10-20	10	1973	"-80.133333"	"-6.85"
"236"	"77 42.0000000000002W"	"11 7.99998000000002S"	1972-10-21	10	1973	"-77.7"	"-11.133333"
"237"	"81 34.69998W"	"6. 25.8S"	1972-10-21	10	1973	"-81.578333"	"-6.43"
"238"	"75 49.9999799999998W"	"14 45S"	1972-10-21	10	1973	"-75.833333"	"-14.75"
"239"	"77 46.0000199999999W"	"11 16.00002S"	1972-10-21	10	1973	"-77.766667"	"-11.266667"
"240"	"78 27.0000000000002W"	"9. 37.99998S"	1972-10-21	10	1973	"-78.45"	"-9.633333"
"241"	"78 46.0000199999999W"	"9. 18S"	1972-10-21	10	1973	"-78.766667"	"-9.3"
"242"	"76 28.0000200000001W"	"13 21S"	1972-10-21	10	1973	"-76.466667"	"-13.35"
"243"	"76 34.9999799999998W"	"13 31.00002S"	1972-10-21	10	1973	"-76.583333"	"-13.516667"
"244"	"76 55.0000200000002W"	"13 33S"	1972-10-21	10	1973	"-76.916667"	"-13.55"
"245"	"77 13.9999800000001W"	"13 34.00002S"	1972-10-21	10	1973	"-77.233333"	"-13.566667"
"246"	"75 30W"	"15 10.00002S"	1972-10-21	10	1973	"-75.5"	"-15.166667"
"247"	"76 5.99999999999966W"	"15 13.00002S"	1972-10-21	10	1973	"-76.1"	"-15.216667"
"248"	"81 5.20002000000034W"	"6. 19.00002S"	1972-10-21	10	1973	"-81.086667"	"-6.316667"
"249"	"80 42.0000000000002W"	"6. 25.00002S"	1972-10-21	10	1973	"-80.7"	"-6.416667"
"250"	"80 50.8999799999998W"	"6. 30S"	1972-10-21	10	1973	"-80.848333"	"-6.5"
"251"	"82 10.9999800000003W"	"6. 43.99998S"	1972-10-21	10	1973	"-82.183333"	"-6.733333"
"252"	"80 7.9999799999996W"	"7. 7.00001999999998S"	1972-10-21	10	1973	"-80.133333"	"-7.116667"
"253"	"79 37.5W"	"7. 52.99998S"	1972-10-21	10	1973	"-79.625"	"-7.883333"
"254"	"80 34.1999999999996W"	"8. 20.80002S"	1972-10-21	10	1973	"-80.57"	"-8.346667"
"255"	"78 55.9999800000003W"	"9. 1.99998000000004S"	1972-10-21	10	1973	"-78.933333"	"-9.033333"
"256"	"80 1.00001999999989W"	"8. 40.99998S"	1972-10-21	10	1973	"-80.016667"	"-8.683333"
"257"	"78 24.0000000000003W"	"9. 43.00002S"	1972-10-21	10	1973	"-78.4"	"-9.716667"
"258"	"78 3.79998000000001W"	"10 25.09998S"	1972-10-21	10	1973	"-78.063333"	"-10.418333"
